#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names and their genders, exported from the behindthename.com database.
# Wed, 24 Dec 2025 00:03:14 -0800
#
# name	gender
Phinees	m
Phinehas	m
Phineus	m
Phirun	m
Phlegon	m
Phlegyas	m
Phobos	m
Phobus	m
Phocas	m
Phoebe	f
Phoebus	m
Phoenix	mf
Phoibe	f
Phoibos	m
Phokas	m
Phong	m
Photina	f
Photine	f
Photios	m
Phraates	m
Phrixos	m
Phrixus	m
Phúc	mf
Phunihel	m
Phuntso	mf
Phuntsok	mf
Phương	f
Phượng	f
Phuong	fm
Phyliss	f
Phyllida	f
Phyllis	f
Pía	f
Pia	f
Piaras	m
Pich	fm
Piedad	f
Pien	f
Pier	m
Piera	f
Pierce	m
Pierfrancesco	m
Piergiorgio	m
Pierina	f
Pierino	m
Pierluigi	m
Piero	m
Pierpaolo	m
Pièrre	m
Pierre	m
Pierre-Luc	m
Pierrette	f
Pierrick	m
Pierrot	m
Piers	m
Piet	m
Pietari	m
Pieter	m
Pietra	f
Pietrina	f
Pietro	m
Pietronella	f
Piety	f
Pihla	f
Piia	f
Pijus	m
Pika	mf
Pikachu	m
Pilar	f
Pili	f
Pilib	m
Pilirani	mf
Pille	f
Piloqutinnguaq	f
Pilvi	f
Pilypas	m
Pim	m
Pina	f
Pınar	f
Pinchas	m
Pinelopi	f
Ping	mf
Pinhas	m
Pinja	f
Pino	m
Pinocchio	m
Pío	m
Pio	m
Piotr	m
Piotrek	m
Pip	mf
Pipaluk	f
Piper	f
Pipin	m
Pippa	f
Pippi	f
Pippin	m
Pippo	m
Pipra	f
Piran	m
Piret	f
Piri	f
Piripi	m
Piritta	f
Pirjo	f
Pirkko	f
Pirmin	m
Pirooz	m
Piroska	f
Pirouz	m
Piruz	m
Pista	m
Pisti	m
Pistis	f
Pit	m
Pitambar	m
Pitambara	m
Pitikwahanapiwiyin	m
Pitseolak	fm
Pitsiulaaq	fm
Pitter	m
Pittiulaaq	fm
Pius	m
Pjetër	m
Pjotrs	m
Placid	m
Plácida	f
Placida	f
Placide	mf
Plácido	m
Placido	m
Placidus	m
Plamen	m
Plato	m
Platon	m
Pleasance	f
Pleione	f
Pleun	mf
Plínio	m
Plinio	m
Plinius	m
Pliny	m
Ploutarchos	m
Plouton	m
Plutarch	m
Pluto	m
Pnina	f
Pocahontas	f
Poema	f
Poghos	m
Pól	m
Pòl	m
Pol	m
Pola	f
Polad	m
Polash	m
Polat	m
Poldi	m
Poli	f
Poliana	f
Policarpo	m
Polikarp	m
Polina	f
Polissena	f
Pollie	f
Pollux	m
Polly	f
Pollyanna	f
Polona	f
Polonca	f
Polonius	m
Polya	f
Polycarp	m
Polycarpe	m
Polychronios	m
Polychronis	m
Polycrates	m
Polydeuces	m
Polydeukes	m
Polydoros	m
Polydorus	m
Polyhymnia	f
Polykarpos	m
Polykrates	m
Polymnia	f
Polynike	f
Polyphemos	m
Polyphemus	m
Polyphonte	f
Polyxena	f
Polyxene	f
Polyxeni	f
Pomare	mf
Pomona	f
Pompeia	f
Pompeius	m
Pompeo	m
Pompey	m
Pompiliu	m
Pompilius	m
Pomponia	f
Pomponius	m
Ponç	m
Ponciano	m
Poncio	m
Pons	m
Pontian	m
Pontianus	m
Pontius	m
Pontos	m
Pontus	m
Ponzio	m
Pooja	f
Poonam	f
Poornima	f
Popeye	m
Poppy	f
Porcia	f
Porcius	m
Porfiria	f
Porfírio	m
Porfirio	m
Porfiriy	m
Porfyriy	m
Porntip	f
Porphyrios	m
Porphyrius	m
Porsche	f
Porter	m
Portia	f
Poseidon	m
Poseidonios	m
Posidonius	m
Posie	f
Postumus	m
Posy	f
Potsʉnakwahipʉ	m
Poudes	m
Poul	m
Pouran	f
Povilas	m
Poyraz	m
Prabhakar	m
Prabhakara	m
Prabhat	m
Prabhu	m
Prabodh	m
Prachi	f
Pradeep	m
Pradip	m
Prahalad	m
Prahlad	m
Prahlada	m
Praise	fm
Prakash	m
Pramod	m
Pramoda	m
Pran	m
Pranab	m
Pranas	m
Pranav	m
Pranay	m
Pranciška	f
Pranciškus	m
Pranee	f
Prani	f
Pranvera	f
Prasad	m
Prasanna	m
Prasenjit	m
Prasert	m
Prashant	m
Prashanth	m
Prasit	m
Praskovia	f
Praskoviya	f
Praskovya	f
Prasoet	m
Pratap	m
Prateek	m
Pratibha	f
Pratik	m
Pratima	f
Praveen	m
Praveena	f
Pravin	m
Pravina	f
Pravoslav	m
Práxedes	fm
Praxedes	f
Praxidike	f
Praxis	f
Praxiteles	m
Preben	m
Precious	fm
Predbor	m
Predrag	m
Preecha	m
Preethi	f
Preeti	f
Prem	m
Prema	f
Přemek	m
Přemysl	m
Premysl	m
Prescillia	f
Presentación	f
Presley	fm
Preston	m
Priam	m
Priamos	m
Priapos	m
Priapus	m
Priboslav	m
Price	m
Pricha	m
Pricila	f
Pridbjørn	m
Pridon	m
Pridoni	m
Priidik	m
Priit	m
Priita	f
Primitiva	f
Primitivo	m
Primitivus	m
Primo	m
Primož	m
Primrose	f
Primula	f
Primus	m
Prince	m
Princess	f
Princeton	m
Pris	f
Prisca	f
Priscila	f
Priscilla	f
Priscille	f
Priscillia	f
Priscus	m
Priska	f
Priskilla	f
Prissy	f
Pritam	m
Pritha	f
Prithvi	mf
Priti	f
Priya	f
Priyanka	f
Prochoros	m
Prochorus	m
Procris	f
Prodromos	m
Proinsias	m
Prokhor	m
Prokop	m
Prokopios	m
Prokopis	m
Prokopiy	m
Prokopy	m
Prokris	f
Prometheus	m
Promise	fm
Proscovia	f
Prosdocimus	m
Prosdokimos	m
Prosenjit	m
Proserpina	f
Proserpine	f
Prosper	m
Próspero	m
Prospero	m
Prosperus	m
Prossy	f
Proteus	m
Pru	f
Prudence	fm
Prudencia	f
Prudencio	m
Prudentia	f
Prudentius	m
Prudenzio	m
Prue	f
Prune	f
Prunella	f
Prvoslav	m
Pryce	m
Pryderi	m
Przemek	m
Przemko	m
Przemo	m
Przemysł	m
Przemysław	m
Psamathe	f
Psyche	f
Ptah	m
Ptolemaeus	m
Ptolemaios	m
Ptolemais	f
Ptolemy	m
Pu'a	f
Pua	fm
Puabi	f
Puah	f
Pualani	f
Puanani	f
Publius	m
Puck	mf
Pudens	m
Puja	f
Puk	f
Pulcheria	f
Puleng	f
Pumay	m
Pumayyaton	m
Punam	f
Puneet	m
Punit	m
Punita	f
Pura	f
Purdie	mf
Purificación	f
Purity	f
Purnama	fm
Purnima	f
Purushottam	m
Purushottama	m
Pushpa	fm
Putera	m
Puteri	f
Putra	m
Putri	f
Putu	mf
Pwyll	m
Pygmalion	m
Pylyp	m
Pyong-ho	m
Pyotr	m
Pyrrhos	m
Pyrrhus	m
Pyry	m
Pythagoras	m
Pythios	m
Qadir	m
Qadyr	m
Qaftzi'el	m
Qamar	mf
Qanat	m
Qaraqat	f
Qasem	m
Qasım	m
Qasim	m
Qayin	m
Qays	m
Qemal	m
Qemu'el	m
Qenan	m
Qeren Happukh	f
Qetura	f
Qetzi'a	f
Qian	mf
Qiana	f
Qiang	m
Qianqian	f
Qillaq	m
Qing	fm
Qinglong	m
Qinnuajuaq	fm
Qismat	m
Qiu	mf
Qodir	m
Quân	m
Quanah	m
Quang	m
Quanna	f
Quanyş	m
Quaoar	m
Quasimodo	m
Queen	f
Queenie	f
Quentin	m
Queralt	f
Quetzalcoatl	m
Quetzalli	f
Quiana	f
Quianna	f
Quidel	m
Quido	m
Quim	m
Quin	mf
Quincey	mf
Quinctilianus	m
Quinctilius	m
Quinctius	m
Quinctus	m
Quincy	mf
Quinlan	mf
Quinn	mf
Quinta	f
Quintella	f
Quinten	m
Quintilian	m
Quintilianus	m
Quintilius	m
Quintillus	m
Quintín	m
Quintin	m
Quintina	f
Quintino	m
Quintinus	m
Quintius	m
Quinto	m
Quinton	m
Quintus	m
Quique	m
Quirijn	m
Quirin	m
Quirina	f
Quirine	f
Quirino	m
Quirinus	m
Quispe	mf
Quitéria	f
Quiteria	f
Quixote	m
Qulu	m
Q'uq'umatz	m
Qurban	m
Qurbon	m
Qusay	m
Quý	fm
Quyên	f
Quyền	m
Quỳnh	fm
Ra	m
Raabi'a	f
Raad	m
Raakel	f
Raanan	m
Rab	m
Rabab	f
Rabah	m
Raban	m
Rabbie	m
Rabeya	f
Rabi	m
Rabi'a	fm
Rabia	fm
Rabih	m
Rabindra	m
Rabiu	m
Rachael	f
Rachana	f
Racheal	f
Rachel	f
Rachele	f
Rachelle	f
Rachid	m
Rachida	f
Rachna	f
Rachyl	f
Racquel	f
Ra'd	m
Rada	f
Radana	f
Radbod	m
Radboud	m
Radcliff	m
Radclyffe	m
Rade	m
Radek	m
Radha	f
Radhia	f
Radhika	f
Radim	m
Radina	f
Radinka	f
Radivoj	m
Radivoje	m
Radka	f
Radko	m
Radmila	f
Radmilo	m
Radmir	m
Radobod	m
Radojka	f
Radomil	m
Radomił	m
Radomiła	f
Radomila	f
Radomilŭ	m
Radomír	m
Radomir	m
Radomíra	f
Radomira	f
Radomirŭ	m
Radoš	m
Radoslav	m
Radoslava	f
Radoslavŭ	m
Radosław	m
Radosława	f
Radostin	m
Radostina	f
Radovan	m
Radovana	f
Radu	m
Radulf	m
Radúz	m
Radzim	m
Rae	f
Raeburn	m
Raed	m
Raegan	f
Raelene	f
Raelyn	f
Raelynn	f
Raewyn	f
Raf	m
Rafa	m
Rafa'el	m
Rafaël	m
Rafael	m
Rafaela	f
Rafahel	m
Rafail	m
Rafał	m
Rafayel	m
Rafe	m
Raffael	m
Raffaela	f
Raffaele	m
Raffaella	f
Raffaello	m
Rafferty	m
Rafik	m
Rafinha	m
Rafiq	m
Rafiqa	f
Raganhildis	f
Ragemprand	m
Raghad	f
Raghnaid	f
Raghnailt	f
Raghnall	m
Raghu	m
Raginaharjaz	m
Raginahildiz	f
Raginald	m
Raginawaldaz	m
Raginbert	m
Raginfrid	m
Raginhard	m
Raginheri	m
Raginhild	f
Raginmar	m
Raginmund	m
Raginolf	m
Ragna	f
Ragnailt	f
Ragnall	m
Ragnar	m
Ragnarr	m
Ragnbjǫrg	f
Ragnfríðr	f
Ragnheiðr	f
Ragnheiður	f
Ragnhild	f
Ragnhildr	f
Ragnhildur	f
Ragnvald	m
Ragnvaldr	m
Raguel	m
Raguhel	m
Rahab	f
Rahaf	f
Raharjo	m
Rahat	mf
Raheem	m
Ráhel	f
Rahel	f
Rahela	f
Raheleh	f
Rahil	f
Rəhilə	f
Rahim	m
Rahima	f
Rahime	f
Rahma	f
Rəhman	m
Rahman	m
Rahmat	mf
Rahmatollah	m
Rahmatullah	m
Rahmi	m
Rahu	m
Rahul	m
Rahula	m
Rahym	m
Raiane	f
Raibeart	m
Ráichéal	f
Raid	m
Raiden	m
Raija	f
Raijin	m
Raili	f
Raimo	m
Raimon	m
Raimond	m
Raimonda	f
Raimondas	m
Raimondo	m
Raimonds	m
Raimund	m
Raimunda	f
Raimundas	m
Raimunde	f
Raimundo	m
Rain	fm
Raina	f
Rainard	m
Rainbow	f
Raine	fm
Rainer	m
Rainerio	m
Rainier	m
Rainulf	m
Rais	m
Raisa	f
Raisel	f
Raissa	f
Raivo	m
Raj	m
Raja	fm
Rajaa	f
Rajab	m
Rajabu	m
Rajani	fm
Rajaram	m
Rajeev	m
Rajender	m
Rajendra	m
Rajesh	m
Rajib	m
Rajinder	mf
Rajiv	m
Rajiya	f
Rajka	f
Rajko	m
Rajkumari	f
Rajmund	m
Rajneesh	m
Rajni	f
Rajnish	m
Raju	m
Rajya	f
Rakel	f
Rakesh	m
Rakhi	f
Rakiya	f
Raleigh	mf
Ralf	m
Ralfs	m
Ralina	f
Ralitsa	f
Ralph	m
Ralphie	m
Raluca	f
Ram	m
Rama	mf
Ramachandra	m
Ramadan	m
Ramadevi	f
Ramadhani	m
Ramakant	m
Ramakanta	m
Ramakrishna	m
Ramal	m
Raman	m
Ramana	m
Ramaz	m
Ramazan	m
Ramazi	m
Rambabu	m
Rambert	m
Ramchandra	m
Ramdas	m
Rameses	m
Ramesh	m
Ramesha	m
Rameshvara	m
Rameshwar	m
Ramesses	m
Ramessu	m
Rami	m
Ramiel	m
Rämil	m
Ramil	m
Ramin	m
Ramiro	m
Ramirus	m
Ramiz	m
Ramize	f
Ramkrishna	m
Ramla	f
Ramlah	f
Ramón	m
Ramon	m
Ramóna	f
Ramona	f
Ramprasad	m
Ramsay	m
Ramses	m
Ramsey	mf
Ramūnas	m
Ramunė	f
Ramutė	f
Ramy	m
Ramzan	m
Ramzi	m
Rán	f
Ran	f
Ra'na	f
Rəna	f
Rana	fm
Ranald	m
Ranamers	m
Rand	m
Randa	f
Randal	m
Randall	m
Randel	m
Randell	m
Randi	f
Randolf	m
Randolph	m
Randulf	m
Randúlfr	m
Randy	mf
Rangi	m
Rangimārie	f
Rani	fm
Rania	f
Raniero	m
Raniya	f
Ranj	m
Ranjan	m
Ranjana	f
Ranjeet	m
Ranjit	m
Ranka	f
Ranko	m
Raʼno	f
Ransu	m
Ranulf	m
Ranulph	m
Ranya	f
Raouf	m
Raoul	m
Raphaël	m
Raphael	m
Raphaela	f
Raphaëlle	f
Rapunzel	f
Raquel	f
Rareș	m
Rasa	f
Rəşad	m
Raschelle	f
Rasel	m
Rasha	f
Rashad	m
Rashaun	m
Rashawn	m
Rashed	m
Rasheed	m
Rashid	m
Rashida	f
Rashit	m
Rashmi	fm
Rashn	m
Rashnu	m
Rasim	m
Rasima	f
Räşit	m
Rasma	f
Rasmus	m
Rasool	m
Rasoul	m
Rastislav	m
Rastus	m
Rəsul	m
Rasul	m
Ratamar	m
Ratan	m
Rathna	fm
Rathnait	f
Rathnat	f
Ráðúlfr	m
Rati	f
Ratimir	m
Ratislav	m
Ratko	m
Ratna	fm
Ratnam	mf
Ratomir	m
Ratree	f
Ratu	f
Rauf	m
Rauha	f
Rauhel	m
Raúl	m
Raül	m
Raul	m
Rauni	fm
Rauno	m
Rauxšna	f
Rava	f
Rəvan	m
Ravana	m
Raven	fm
Ravenna	f
Ravi	m
Ravid	mf
Ravil	m
Ravinder	mf
Ravindra	m
Ravshan	m
Ravza	f
Rawda	f
Rāwiri	m
Rawiya	f
Rawya	f
Ray	m
Raya	f
Rayan	mf
Rayana	f
Rayane	mf
Rayden	m
Rayén	f
Rayen	f
Rayhana	f
Rayhane	f
Rayko	m
Raylene	f
Raymond	m
Raymonde	f
Raymund	m
Raymundo	m
Rayna	f
Raynard	m
Rayne	fm
Rayner	m
Rayno	m
Rayyan	mf
Raz	mf
Raza	m
Razia	f
Razieh	f
Raziel	m
Raziela	f
Raziye	f
Razmik	m
Răzvan	m
Re	m
Read	m
Reagan	fm
Réamann	m
Réamonn	m
Reanna	f
Reannon	f
Rearden	m
Reba	f
Rebeca	f
Rébecca	f
Rebecca	f
Rebeccah	f
Rebeccanne	f
Rebecka	f
Rebeckah	f
Rebeka	f
Rebekah	f
Rebekka	f
Recep	m
Rechav'am	m
Red	m
Reda	m
Rēdawulfaz	m
Redd	m
Redmond	m
Redmund	m
Reece	m
Reed	m
Reem	f
Reena	f
Reene	f
Reenie	f
Rees	m
Reese	mf
Reet	f
Reeta	f
Reetta	f
Refik	m
Refilwe	mf
Refugio	mf
Reg	m
Regan	fm
Regana	f
Regena	f
Reggie	m
Regiane	f
Regin	m
Regína	f
Regīna	f
Regina	f
Reginald	m
Reginaldo	m
Régine	f
Regine	f
Régis	m
Regla	f
Regula	f
Régulo	m
Regulus	m
Rehab	f
Reham	f
Rehana	f
Rehema	f
Rehina	f
Rehman	m
Rehmat	mf
Rehoboam	m
Řehoř	m
Rei	f
Reid	m
Reidar	m
Reidun	f
Reign	fm
Reigo	m
Reija	f
Reijo	m
Reiko	f
Reilly	mf
Reima	m
Reimund	m
Rein	m
Reina	f
Reinald	m
Reinaldo	m
Reinder	m
Reindert	m
Reine	f
Reiner	m
Reinfried	m
Reinhard	m
Reinhardt	m
Reinhild	f
Reinhilde	f
Reinhold	m
Reinholds	m
Reinier	m
Reinis	m
Reino	m
Reinoud	m
Reinout	m
Reis	m
Rejjan	m
Réka	f
Rekha	f
Reko	m
Rémann	m
Remao	m
Rembert	m
Rembrandt	m
Remco	m
Remedios	f
Remei	f
Rémi	m
Remi	fm
Remiel	m
Remigijus	m
Remigio	m
Remigius	m
Remigiusz	m
Remington	mf
Remme	m
Remo	m
Remus	m
Rémy	m
Remy	mf
Remzi	m
Remziye	f
Ren	mf
Rena	f
Renae	f
Renan	m
Renard	m
Renārs	m
Renat	m
Renáta	f
Renata	f
Renatas	m
Renāte	f
Renate	f
Renato	m
Renatus	m
Renaud	m
Rene	mf
René	m
Renée	f
Renee	f
Reneer	m
Renesmee	f
Renia	f
Renie	f
Renita	f
Rens	m
Renske	f
Renza	f
Renzo	m
Reşat	m
Reshma	f
Reshmi	f
Reşide	f
Reşit	m
Resurrección	f
Retha	f
Rethabile	fm
Reto	m
Reuben	m
Reuel	m
Reumah	f
Reut	f
Reuven	m
Reva	f
Revaz	m
Revazi	m
Reverie	f
Rex	m
Rexana	f
Rexanne	f
Rexhep	m
Rey	mf
Reyes	fm
Reyhan	f
Reyhaneh	f
Reyhangül	f
Reyna	f
Reynalda	f
Reynaldo	m
Reynard	m
Reynaud	m
Reynold	m
Reyyan	f
Reza	m
Rēzija	f
Reziko	m
Rezső	m
Rhachel	f
Rhagouel	m
Rhamesses	m
Rhaphael	m
Rhea	f
Rheanna	f
Rhebekka	f
Rheia	f
Rheie	f
Rheinallt	m
Rhett	m
Rhetta	f
Rhian	f
Rhianna	f
Rhiannon	f
Rhianon	f
Rhisiart	m
Rhoda	f
Rhode	f
Rhodopis	f
Rhodri	m
Rhona	f
Rhonda	f
Rhonwen	f
Rhosyn	f
Rhouben	m
Rhouth	f
Rhoxane	f
Rhydderch	m
Rhydian	m
Rhys	m
Ria	f
Riacán	m
Riad	m
Riagán	m
Rían	m
Rian	m
Rianne	f
Riannon	f
Riaz	m
Ric	m
Rica	f
Ricard	m
Ricarda	f
Ričardas	m
Ricardo	m
Ričards	m
Riccarda	f
Riccardo	m
Rich	m
Richa	f
Richárd	m
Richard	m
Richardine	f
Richardis	f
Richelle	f
Richie	m
Richmal	f
Rick	m
Rickard	m
Rickey	m
Ricki	mf
Rickie	m
Ricky	m
Ricmod	fm
Rico	m
Ricohard	m
Rida	m
Riderch	m
Ridge	m
Ridha	m
Ridley	mf
Rıdvan	m
Ridwan	m
Ridwana	f
Rie	f
Rien	m
Rıfat	m
Rifat	m
Rifka	f
Rígán	m
Rigantona	f
Rígbarddán	m
Rigby	m
Rigel	m
Ríghnach	f
Rigmor	f
Rigobert	m
Rigoberto	m
Rihab	f
Riham	f
Rihanna	f
Rihard	m
Rihards	m
Riho	m
Riika	f
Riikka	f
Riin	f
Riina	f
Riitta	f
Rijad	m
Rik	m
Rika	f
Rīkaharduz	m
Rikard	m
Rikárdó	m
Rike	f
Rikhard	m
Riki	m
Rikke	f
Rikki	fm
Riko	f
Riku	m
Rikuto	m
Riley	mf
Rilla	f
Rim	f
Rima	f
Rimantas	m
Rimantė	f
Rimas	m
Rimma	fm
Rin	fm
Rina	f
Rinaldo	m
Rinat	mf
Rini	mf
Rino	m
Rinus	m
Riny	mf
Rio	mf
Ríoghán	m
Ríoghnach	f
Ríona	f
Ríonach	f
Riordan	m
Ripley	fm
Ris	m
Rishi	m
Riško	m
Rišo	m
Risteárd	m
Risto	m
Rīta	f
Rita	f
Ritchie	m
Ritika	f
Ritsu	mf
Ritu	f
Ritva	f
Ritzpa	f
Riva	f
Rivaldo	m
River	mf
Rivka	f
Rivqa	f
Riya	f
Rıza	m
Rizki	mf
Rizky	mf
Rizpah	f
Rızvan	m
Rizvan	m
Rizwan	m
Rizwana	f
Roald	m
Roan	m
Roar	m
Rob	m
Robab	f
Robabeh	f
Robbe	m
Robbert	m
Robbie	mf
Robbin	fm
Robby	m
Robena	f
Róbert	m
Robert	m
Roberta	f
Robertas	m
Roberte	f
Robertina	f
Roberto	m
Roberts	m
Robertus	m
Robi	m
Robin	mf
Robina	f
Robinson	m
Robrecht	m
Robson	m
Robyn	f
Robynne	f
Roc	m
Rocco	m
Roch	m
Rochel	f
Rochelle	f
Rochus	m
Rocío	f
Rocky	m
Rod	m
Rodamonte	m
Roddy	m
Roderic	m
Roderick	m
Rodge	m
Rodger	m
Rodica	f
Rodina	f
Rodion	m
Rodney	m
Rodolf	m
Rodolfito	m
Rodolfo	m
Rodolph	m
Rodolphe	m
Rodomonte	m
Rodrigo	m
Rodrigue	m
Rodya	m
Roel	m
Roeland	m
Roelof	m
Roffe	m
Rogatus	m
Rogelia	f
Rogelio	m
Roger	m
Rogério	m
Roghayeh	f
Rogier	m
Rohan	mf
Rohese	f
Rohesia	f
Rohini	f
Rohit	m
Roi	m
Roibeárd	m
Roimata	f
Róis	f
Róise	f
Róisín	f
Rok	m
Rokas	m
Roko	m
Roksana	f
Roksolana	f
Rokuro	m
Rokurō	m
Rokurou	m
Rokus	m
Rolan	m
Roland	m
Rolandas	m
Rolande	f
Rolando	m
Rolands	m
Rolant	m
Roldán	m
Roldão	m
Rolf	m
Rolland	m
Rollant	m
Rollie	m
Rollo	m
Rolo	m
Rolph	m
Roly	m
Rom	mf
Roma	mf
Romà	m
Romaeus	m
Romain	m
Romaine	f
Román	m
Roman	m
Romána	f
Romana	f
Romanas	m
Romane	f
Romano	m
Romanos	m
Romāns	m
Romanus	m
Romão	m
Romário	m
Romas	m
Romayne	f
Rome	m
Romée	f
Romein	m
Roméo	m
Romeo	m
Romeu	m
Romey	fm
Romi	f
Romilda	f
Romilius	m
Romilly	mf
Romina	f
Romola	f
Romolo	m
Romuald	m
Romualda	f
Romualdas	m
Romualdo	m
Romualds	m
Rómulo	m
Rômulo	m
Romulus	m
Romy	f
Ron	m
Rona	f
Ronald	m
Ronalda	f
Ronaldinho	m
Ronaldo	m
Rónán	m
Ronan	m
Ronda	f
Ronen	m
Rong	fm
Roni	fm
Ronin	m
Ronit	f
Ronja	f
Ronne	m
Ronnette	f
Ronnie	mf
Ronny	m
Roope	m
Roopertti	m
Roos	f
Roosa	f
Roosevelt	m
Roosje	f
Roozbeh	m
Roparzh	m
Roque	m
Rorie	fm
Rory	mf
Rós	f
Ros	f
Rósa	f
Rosa	f
Rosabel	f
Rosabella	f
Rosaire	m
Rosalba	f
Rosalee	f
Rosaleen	f
Rosália	f
Rosalía	f
Rosalia	f
Rosalie	f
Rosalin	f
Rosalina	f
Rosalind	f
Rosalinda	f
Rosalinde	f
Rosaline	f
Rosalva	f
Rosalyn	f
Rosalynn	f
Rosalynne	f
Rosa María	f
Rosamond	f
Rosamund	f
Rosana	f
Rosane	f
Rosângela	f
Rosangela	f
Rosanna	f
Rosannah	f
Rosanne	f
Rosaria	f
Rosário	f
Rosario	fm
Rosaura	f
Roscoe	m
Rose	f
Roseann	f
Roseanna	f
Roseanne	f
Roseli	f
Rosélia	f
Roseline	f
Rosella	f
Roselle	f
Roselyn	f
Roselyne	f
Rose-Marie	f
Rosemarie	f
Rosemary	f
Rosemonde	f
Rosen	m
Rosenda	f
Rosendo	m
Rosenrot	f
Roser	f
Rosetta	f
Rosette	f
Roshan	mf
Roshanak	f
Roshanara	f
Rosheen	f
Roshni	f
Rosi	f
Rosica	f
Rosie	f
Rosilene	f
Rosimeire	f
Rosina	f
Rosine	f
Rosinha	f
Rosita	f
Rositsa	f
Roslindis	f
Roslyn	f
Rosmarie	f
Rosmunda	f
Ross	m
Rossa	f
Rossana	f
Rossella	f
Röstäm	m
Rostam	m
Rostislav	m
Rostom	m
Rostyslav	m
Roswell	m
Roswitha	f
Rosy	f
Rotem	mf
Rothaid	f
Rotri	m
Rouben	m
Roul	m
Rouzbeh	m
Rover	mf
Rövşən	m
Rowan	mf
Rowanne	f
Rowen	mf
Rowena	f
Rowina	f
Rowland	m
Rowley	m
Röwşen	m
Roxana	f
Roxane	f
Roxanna	f
Roxanne	f
Roxelana	f
Roxie	f
Roxy	f
Roy	m
Röya	f
Roya	f
Royal	mf
Royale	fm
Royalty	f
Royce	m
Roydon	m
Royle	m
Royse	f
Royston	m
Roz	f
Róża	f
Róza	f
Roza	f
Rozabela	f
Rozália	f
Rozalia	f
Rozálie	f
Rozālija	f
Rozalija	f
Rozaliya	f
Rozanne	f
Rozárie	f
Rožė	f
Rozenn	f
Rozika	f
Rozina	f
Rózsa	f
Rózsi	f
Ru	mf
Rúadán	m
Ruadh	m
Ruadhán	m
Ruaidhrí	m
Ruaidrí	m
Ruairi	m
Ruairí	m
Ruairidh	m
Ruan	m
Ruaraidh	m
Ruarc	m
Ruarcc	m
Ruaridh	m
Ruba	f
Rubab	f
Rübabə	f
Rube	m
Rubem	m
Rúben	m
Rubén	m
Rubèn	m
Ruben	m
Rubena	f
Rubens	m
Rubeus	m
Rubi	f
Rubina	f
Rubinho	m
Ruby	f
Rubye	f
Rudericus	m
Rudesind	m
Rudesindus	m
Rudi	m
Rüdiger	m
Rudina	f
Rudīte	f
Rudo	mf
Rudolf	m
Rudolfine	f
Rūdolfs	m
Rudolph	m
Rudra	m
Rudy	m
Rudyard	m
Rue	f
Ruedi	m
Ruf	f
Rufaro	f
Rufina	f
Rufino	m
Rufinus	m
Rufus	m
Ruggero	m
Ruggiero	m
Rugilė	f
Ruh	m
Rui	m
Ruiha	f
Rukhsana	f
Rukiye	f
Rukmini	f
Rumbidzai	f
Rumen	m
Rumena	f
Rumhilt	f
Rumi	f
Rumiana	f
Rumpelstiltskin	m
Rumpelstilzchen	m
Rumyana	f
Rúna	f
Runa	f
Rúnar	m
Runar	m
Rune	m
Rúni	m
Runtiya	m
Ruoxi	fm
Rupa	f
Rupert	m
Ruperta	f
Ruperto	m
Rupinder	mf
Ruprecht	m
Rüqəyya	f
Rüqəyyə	f
Ruqayya	f
Ruqayyah	f
Rurik	m
Ruşen	mf
Rushd	m
Rushda	f
Rusiko	f
Ruska	f
Ruslan	m
Ruslana	f
Rusnė	f
Russ	m
Russel	m
Russell	m
Rüstəm	m
Rustam	m
Rüstem	m
Rustem	m
Rusticus	m
Rustik	m
Rusty	m
Rusudan	f
Rusudani	f
Rusul	m
Rút	f
Rut	f
Rūta	f
Ruta	f
Rute	f
Rutendo	fm
Rutger	m
Ruth	fm
Rutherford	m
Ruthĭ	f
Ruthie	f
Rutt	f
Ruuben	m
Ruud	m
Ruut	f
Ruvim	m
Ruvimŭ	m
Ruwa	f
Ruwan	m
Ruxandra	f
Ruy	m
Ruya	f
Ruža	f
Ruzan	f
Ruzanna	f
Růžena	f
Ružena	f
Rüzgar	m
Ruzha	f
Ružica	f
Ry	mf
Ryan	m
Ryana	f
Ryann	f
Ryanne	f
Ryden	m
Ryder	m
Ryhor	m
Ryker	m
Rylan	m
Ryland	m
Rylee	fm
Ryleigh	f
Ryley	mf
Rylie	fm
Rym	f
Rymma	f
Ryo	m
Ryō	m
Ryōichi	m
Ryoichi	m
Ryōko	f
Ryōsuke	m
Ryōta	m
Ryota	m
Ryou	m
Ryouichi	m
Ryouko	f
Ryousuke	m
Ryouta	m
Ryszard	m
Rytis	m
Ryū	m
Ryūji	m
Ryūnosuke	m
Ryuu	m
Ryuuji	m
Ryuunosuke	m
Rza	m
Sa'ad	m
Saad	m
Saada	f
Səadət	f
Saadia	f
Saam	m
Saana	f
Saar	fm
Saara	f
Saba	mf
Sabah	fm
Sabah ad-Din	m
Sabahattin	m
Sabahudin	m
Şaban	m
Šaban	m
Sabas	m
Sabbas	m
Sabeeha	f
Sabeen	f
Sabela	f
Sabella	f
Sabellius	m
Saber	m
Sabia	f
Sabien	f
Sabih	m
Sabiha	f
Sabin	m
Səbinə	f
Sabina	f
Sabīne	f
